"ward_no","gender","age","ethnicity","mother_tongue","religion","education","economically_active","marital_status","disability_type","health_status","disease_name"
"ward_6","male","41","पहाडी जनजाती","नेवारी","हिन्दू","साधारण लेखपढ (साक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_6","female","41","पहाडी जनजाती","नेवारी","हिन्दू","लेखपद गर्न नसक्ने (निरक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_6","male","20","पहाडी जनजाती","नेवारी","हिन्दू","माध्यमिक तह","No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_6","female","16","पहाडी जनजाती","नेवारी","हिन्दू","आधारभूत तह","No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_6","male","46","पहाडी जनजाती","तामाङ्ग","बौद्ध","पूर्व प्राथमिक","yes","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_6","female","46","पहाडी जनजाती","तामाङ्ग","बौद्ध","लेखपद गर्न नसक्ने (निरक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_6","female","25","पहाडी जनजाती","तामाङ्ग","बौद्ध","स्नातक तह","yes","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_6","male","11","पहाडी जनजाती","तामाङ्ग","हिन्दू","पूर्व प्राथमिक","No","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_6","male","40","पहाडी जनजाती","नेवारी","हिन्दू","माध्यमिक तह","yes","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_6","female","38","पहाडी जनजाती","नेवारी","हिन्दू","माध्यमिक तह","yes","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
"ward_6","female","21","पहाडी जनजाती","नेवारी","हिन्दू","स्नातक तह","yes","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_6","male","18","पहाडी जनजाती","नेवारी","हिन्दू","स्नातक तह","yes","अबिबाहित","अपाङ्गता नभएको","स्वस्थ",
"ward_6","male","52","पहाडी जनजाती","नेवारी","हिन्दू","साधारण लेखपढ (साक्षर)","yes","एकल विवाह","अपाङ्गता नभएको","स्वस्थ",
